Key,English,Traditional Chinese,Thai,Vietnamese,Indonesia,Brazilian Portuguese,Spanish,Russian,French,German,Turkish,Hindi,Romanian,Arabic,Burmese,Urdu,Bengali
ABILITY_SWAP_DESC,Swap positions with the target of the ball,與球的目標位置交換,การแลกเปลี่ยนตำแหน่งกับเป้าหมายของลูกบอล,Thay đổi vị trí với người bị quả bóng hướng tới,Menukar posisi dengan target bola,Trocar posições com o alvo da bola,Cambiar posiciones con el objetivo de la pelota,Положения обмена с целью мяча,Échanger des positions avec la cible de la balle,Tauschen Sie Positionen mit dem Ziel des Balls aus,Topun hedefi ile pozisyonları takas,गेंद के लक्ष्य के साथ स्वैप स्थिति,Schimbați pozițiile cu ținta mingii,تبديل المواقف مع هدف الكرة,ဘောလုံး၏ပစ်မှတ်နှင့်အတူလဲလှယ်ရေးရာထူး,گیند کے ہدف کے ساتھ پوزیشنوں کو تبدیل کریں,বলের লক্ষ্য নিয়ে অবস্থানগুলি অদলবদল করুন
ABILITY_LIMITLESS_NAME,LIMITLESS,無限,ไร้ขีด จำกัด,VÔ HẠN,TAK TERBATAS,ILIMITADO,SIN LÍMITES,БЕЗГРАНИЧНЫЙ,ILLIMITÉ,GRENZENLOS,SINIRSIZ,असीम,NELIMITAT,بلا حدود,အကန့်အသတ်မရှိသော,لامحدود,সীমাহীন
ABILITY_LIMITLESS_DESC,Increase hit range and movement speed for a while,在一段時間內增加命中範圍和移動速度,เพิ่มช่วงฮิตและความเร็วในการเคลื่อนไหวสักพัก,Tăng tầm đánh và tốc độ di chuyển trong một khoản thời gian,Tingkatkan rentang hit dan kecepatan gerakan untuk sementara waktu,Aumento da faixa de acertos e velocidade de movimento por um tempo,Aumentar el rango de golpe y la velocidad de movimiento por un tiempo,Увеличить диапазон ударов и скорость движения на некоторое время,Augmenter la plage de coups et la vitesse de déplacement pendant un certain temps,Erhöhen Sie die Trefferbereich und die Bewegungsgeschwindigkeit für eine Weile,Bir süre için isabet aralığını ve hareket hızını artırın,थोड़ी देर के लिए हिट रेंज और आंदोलन की गति बढ़ाएं,Creșterea razei de lovire și viteza de mișcare pentru o perioadă,زيادة النطاق وسرعة الحركة لفترة من الوقت,ခဏထိအကွာအဝေးနှင့်ခဏတာလှုပ်ရှားမှုမြန်နှုန်း,تھوڑی دیر کے لئے ہٹ رینج اور نقل و حرکت کی رفتار میں اضافہ کریں,কিছুক্ষণের জন্য হিট রেঞ্জ এবং চলাচলের গতি বাড়ান
SWAP_TEXT,SWAPPED,交換中,ที่ได้ถูกสลับ,Bị đổi vị trí,Bertukar,Trocado,Intercambiado,Поменялся,Échangé,Getauscht,Değiştirilmiş,बदली,Schimbat,تبديل,လဲလှယ်,تبدیل,অদলবদল
STUN_TEXT,STUNNING,令人驚嘆的,น่าทึ่ง,Bị khóa chân,MEMUKAU,ESPLÊNDIDO,IMPRESIONANTE,ОГЛУШИТЕЛЬНЫЙ,SUPERBE,ATEMBERAUBEND,ÇEKİCİ,अद्भुत,Uimitor,مدهش,ရင်သပ်ရန်,حیرت انگیز,অত্যাশ্চর্য
BLIND_TEXT,BLINDING,致盲,ซึ่งทำให้ไม่เห็น,Bị mù,Menyilaukan,Cegando,CEGADOR,Ослепление,AVEUGLANT,BLENDUNG,Kör,चकाचौंध,ORBIRE,تعمي,မျက်စိကန်းခြင်း,اندھا ہونا,অন্ধ
QUALIFIED_TEXT,Qualified,合格,มีคุณสมบัติ,Còn lại,Memenuhi syarat,Qualificado,Calificado,Квалифицированный,Qualifié,Qualifiziert,Nitelikli,योग्य,Calificat,مؤهَل,ကျွမ်းကျင်သော,اہل,যোগ্য
ROUND_TEXT,Round,回合,กลม,Vòng,Bulat,Redondo,Redondo,Круглый,Rond,Runden,Yuvarlak,गोल,Rundă,دائري,လုံးသော,گول,গোল
SELECT_ABILITY,Choose cool ability,選擇酷炫技能,เลือกความสามารถเย็น,Chọn kỹ năng,Pilih kemampuan keren,Escolha a habilidade legal,Elija una habilidad genial,Выберите прохладную способность,Choisissez une capacité cool,Wählen Sie coole Fähigkeiten,Serin yetenek seçin,शांत क्षमता चुनें,Alegeți abilitatea rece,اختر القدرة الرائعة,Cool စွမ်းရည်ကိုရွေးချယ်ပါ,ٹھنڈی صلاحیت کا انتخاب کریں,শীতল ক্ষমতা চয়ন করুন
ROUND_WITH_INDEX,Round:{0},回合：{0},รอบ: {0},Vòng: {0},Round: {0},Rodada: {0},Round: {0},Раунд: {0},Round: {0},Runde: {0},Yuvarlak: {0},गोल: {0},Round: {0},الجولة: {0},ပတ်ပတ်လည်: {0},گول: {0},রাউন্ড: {0}
WIN,Win,勝利,ชนะ,Chiến thắng,Menang,Ganhar,Ganar,Победить,Gagner,Gewinnen,Kazanç,जीतना,Victorie,يفوز,အောင်မြင်ခြင်း,جیت,জয়
MULTIPLE_FLOATING_NOTI,Your ability can not use when have only one enemy,當只有一個敵人時，無法使用你的能力,ความสามารถของคุณไม่สามารถใช้เมื่อมีศัตรูเพียงคนเดียว,Kỹ năng của bạn không thể sử dụng khi còn duy nhất một kẻ địch,Kemampuan Anda tidak dapat digunakan saat hanya memiliki satu musuh,Sua habilidade não pode usar quando tem apenas um inimigo,Tu habilidad no puede usar cuando solo tienes un enemigo,"Ваша способность не может использовать, если иметь только одного врага",Votre capacité ne peut pas utiliser lorsque vous n'avez qu'un seul ennemi,"Ihre Fähigkeit kann nicht verwenden, wenn nur ein Feind verfügt",Yeteneğiniz sadece bir düşman olduğunda kullanamaz,केवल एक दुश्मन होने पर आपकी क्षमता का उपयोग नहीं कर सकता है,Abilitatea ta nu poate folosi atunci când ai un singur dușman,لا يمكن أن تستخدم قدرتك عندما يكون لديك عدو واحد فقط,ရန်သူတစ် ဦး တည်းသာရှိသည့်အခါသင်၏စွမ်းရည်ကိုအသုံးမပြုနိုင်ပါ,جب آپ کی قابلیت صرف ایک ہی دشمن ہو تو استعمال نہیں کرسکتی ہے,যখন কেবল একটি শত্রু থাকে তখন আপনার ক্ষমতা ব্যবহার করতে পারে না
